ambito,region,provincia,distrito,numero_local,nombre_local,estado_mesa_pdf,numero_mesa,presidencial_estado_acta,presidencial_electores_habiles,presidencial_votos_emitidos,presidencial_votos_validos,presidencial_participacion_pct,presidencial_centro_poblado,presidencial_local_web,presidencial_alianza_electoral_venceremos,presidencial_partido_patriotico_del_peru,presidencial_partido_civico_obras,presidencial_frente_popular_agricola_fia_del_peru,presidencial_partido_democrata_verde,presidencial_partido_del_buen_gobierno,presidencial_partido_politico_peru_accion,presidencial_partido_politico_prin,presidencial_progresemos,presidencial_partido_sicreo,presidencial_partido_pais_para_todos,presidencial_partido_frente_de_la_esperanza_2021,presidencial_partido_politico_nacional_peru_libre,presidencial_partido_ciudadanos_por_el_peru,presidencial_primero_la_gente_comunidad_ecologia_libertad_y_progreso,presidencial_juntos_por_el_peru,presidencial_podemos_peru,presidencial_partido_democratico_federal,presidencial_fe_en_el_peru,presidencial_partido_politico_integridad_democratica,presidencial_fuerza_popular,presidencial_alianza_para_el_progreso,presidencial_partido_politico_cooperacion_popular,presidencial_ahora_nacion_an,presidencial_libertad_popular,presidencial_un_camino_diferente,presidencial_avanza_pais_partido_de_integracion_social,presidencial_peru_moderno,presidencial_partido_politico_peru_primero,presidencial_salvemos_al_peru,presidencial_partido_democratico_somos_peru,presidencial_partido_aprista_peruano,presidencial_renovacion_popular,presidencial_partido_democrata_unido_peru,presidencial_fuerza_y_libertad,presidencial_partido_de_los_trabajadores_y_emprendedores_pte_peru,presidencial_unidad_nacional,presidencial_partido_morado,presidencial_votos_blanco,presidencial_votos_nulos,presidencial_votos_impugnados
PERÚ,PIURA,PIURA,TAMBO GRANDE,50216,IE HORACIO ZEBALLOS GÁMEZ,Instalada,903788,Para envío al JEE,271,,,0.0,MALINGAS,IE HORACIO ZEBALLOS GÁMEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,PIURA,TAMBO GRANDE,55055,IE 15434 JESUS DE NAZARETH,Instalada,903796,Contabilizada,286,258,141,90.21,SAN MARTIN CP3,IE 15434 JESUS DE NAZARETH,3,4,15,0,2,1,0,1,1,4,15,0,2,0,4,23,3,0,0,0,33,0,2,7,1,2,2,0,7,0,6,1,1,1,0,0,0,0,61,56,0
PERÚ,PIURA,PIURA,CURA MORI,15418,IE 20469,Instalada,903807,Contabilizada,297,268,211,90.236,ALMIRANTE GRAU,IE 20469,2,4,15,0,0,3,0,0,1,0,8,1,1,0,2,24,3,0,1,1,134,0,0,2,0,0,0,0,3,0,0,1,4,1,0,0,0,0,45,12,0
PERÚ,PIURA,HUANCABAMBA,HUANCABAMBA,50206,IE 15454 MARIO VARGAS LLOSA,Instalada,903812,Para envío al JEE,265,,,0.0,HUAMANI,IE 15454 MARIO VARGAS LLOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,6852,IE 14460 JUAN VELASCO ALVARADO,Instalada,903907,Para envío al JEE,295,,,0.0,TALANEO,IE 14460 JUAN VELASCO ALVARADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,PAITA,PAITA,54354,CENTRO DE EDUCACIÓN INFANTIL Y DESARROLLO SOCIAL IE 14100 ANEXO INICIAL,Instalada,903960,Contabilizada,243,210,161,86.42,LA TORTUGA,CENTRO DE EDUCACIÓN INFANTIL Y DESARROLLO SOCIAL IE 14100 ANEXO INICIAL,0,9,3,0,0,5,0,0,0,0,3,1,0,0,2,2,0,0,0,0,129,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,11,0
PERÚ,PIURA,PAITA,PAITA,54516,CPED 14745,Instalada,903966,Para envío al JEE,284,,,0.0,LA ISLILLA,CPED 14745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,AYABACA,53606,IE TEOFILO FLORES HUAMAN,Instalada,904006,Para envío al JEE,244,,,0.0,EL TOLDO,IE TEOFILO FLORES HUAMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,AYABACA,55413,IE SAN VICENTE TAPAL BAJO,Instalada,904011,Para envío al JEE,190,,,0.0,TAPAL,IE SAN VICENTE TAPAL BAJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,FRIAS,15102,IE 14327,Instalada,904017,Para envío al JEE,279,,,0.0,SAN JORGE,IE 14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,FRIAS,53618,IE 15306,Instalada,904026,Para envío al JEE,250,,,0.0,PECHUQUIZ,IE 15306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,PACAIPAMPA,7324,IE 14373 CUMBICUS ALTO,Instalada,904033,Para envío al JEE,217,,,0.0,CUMBICUS ALTO,IE 14373 CUMBICUS ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,PACAIPAMPA,7324,IE 14373 CUMBICUS ALTO,Instalada,904034,Para envío al JEE,228,,,0.0,CUMBICUS ALTO,IE 14373 CUMBICUS ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,PACAIPAMPA,7325,IE SAN VICENTE,Instalada,904038,Para envío al JEE,290,,,0.0,CURILCAS,IE SAN VICENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PIURA,AYABACA,PACAIPAMPA,7325,IE SAN VICENTE,Instalada,904040,Contabilizada,290,211,153,72.759,CURILCAS,IE SAN VICENTE,1,3,20,0,0,0,0,0,1,0,1,0,2,0,0,101,5,1,0,1,5,1,0,2,0,1,0,0,1,1,0,1,1,2,2,0,0,0,54,4,0
PERÚ,PIURA,AYABACA,PACAIPAMPA,7349,IE LAGUNA DE SAN PABLO,Instalada,904042,Contabilizada,225,160,37,71.111,LAGUNAS DE SAN PABLO,IE LAGUNA DE SAN PABLO,3,1,8,0,2,1,0,0,0,0,0,1,1,0,0,0,6,1,0,0,8,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,86,0
PERÚ,PIURA,AYABACA,PACAIPAMPA,53647,IE NANGAY,Instalada,904054,Contabilizada,245,156,93,63.673,NANGAY DE MATALACAS,IE NANGAY,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,56,12,0,0,0,12,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,49,14,0
PERÚ,PIURA,AYABACA,SAPILLICA,54189,IE 14398,Instalada,904062,Para envío al JEE,221,,,0.0,COLETAS,IE 14398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PUNO,CARABAYA,ITUATA,7328,IE CESAR VALLEJO MENDOZA,Instalada,904126,Para envío al JEE,228,,,0.0,UPINA,IE CESAR VALLEJO MENDOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PUNO,CARABAYA,ITUATA,7328,IE CESAR VALLEJO MENDOZA,Instalada,904127,Para envío al JEE,235,,,0.0,UPINA,IE CESAR VALLEJO MENDOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,PUNO,CARABAYA,SAN GABAN,50221,IE 72741 LECHEMAYO,Instalada,904143,Para envío al JEE,285,,,0.0,LECHE MAYO,IE 72741 LECHEMAYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,HUALLAGA,SAPOSOA,54472,IE 0204 JOSELITO LOPEZ TIRADO,Instalada,904366,Para envío al JEE,210,,,0.0,AGUA AZUL,IE 0204 JOSELITO LOPEZ TIRADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,BELLAVISTA,SAN PABLO,7345,IE 0758 RICARDO PALMA SORIANO,Instalada,904374,Para envío al JEE,235,,,0.0,HUINGOYACU,IE 0758 RICARDO PALMA SORIANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,BELLAVISTA,SAN PABLO,7345,IE 0758 RICARDO PALMA SORIANO,Instalada,904376,Para envío al JEE,267,,,0.0,HUINGOYACU,IE 0758 RICARDO PALMA SORIANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO,50235,IE 0238 MANCO CAPAC,Instalada,904382,Para envío al JEE,237,,,0.0,INCAICO,IE 0238 MANCO CAPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO,50235,IE 0238 MANCO CAPAC,Instalada,904385,Para envío al JEE,252,,,0.0,INCAICO,IE 0238 MANCO CAPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,TOCACHE,NUEVO PROGRESO,50253,IE CIRO ALEGRIA BAZAN,Instalada,904407,Para envío al JEE,285,,,0.0,RAMAL DE ASPUZANA,IE CIRO ALEGRIA BAZAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,4540,IE 00021 RICARDO PALMA,Instalada,904431,Para envío al JEE,268,,,0.0,PUEBLO LIBRE,IE 00021 RICARDO PALMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,50247,IE SUGLLAQUIRO,Instalada,904444,Para envío al JEE,279,,,0.0,SUGLLAQUIRO,IE SUGLLAQUIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,50248,IE 00804,Instalada,904447,Para envío al JEE,207,,,0.0,VALLE LA CONQUISTA,IE 00804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,54520,IE 00910,Instalada,904449,Para envío al JEE,276,,,0.0,CORDILLERA ANDINA,IE 00910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,MOYOBAMBA,JEPELACIO,4547,IE 00512,Instalada,904457,Para envío al JEE,257,,,0.0,JERILLO,IE 00512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,MOYOBAMBA,SORITOR,50249,IE 00503 SAN MARCOS,Instalada,904474,Para envío al JEE,288,,,0.0,SAN MARCOS,IE 00503 SAN MARCOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,LAMAS,PINTO RECODO,4566,IE 00532,Instalada,904500,Para envío al JEE,257,,,0.0,BETANIA,IE 00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,LAMAS,PINTO RECODO,54519,IE 00186 JESUS DEL MONTE,Instalada,904508,Para envío al JEE,216,,,0.0,JESUS DEL MONTE,IE 00186 JESUS DEL MONTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,SAN MARTIN,TARAPOTO,53604,IE 0026 SANTA ROSA DE CUMBAZA,Instalada,904548,Para envío al JEE,212,,,0.0,SANTA ROSA,IE 0026 SANTA ROSA DE CUMBAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,SAN MARTIN,CHAZUTA,50251,IE 0700 AGUANO MUYUNA,Instalada,904551,Para envío al JEE,241,,,0.0,AGUANO MUYUNA,IE 0700 AGUANO MUYUNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,SAN MARTIN,SAN MARTIN,CHAZUTA,50252,IE 0158 TUNUNTUNUMBA,Instalada,904556,Para envío al JEE,299,,,0.0,TUNUNTUNUMBA,IE 0158 TUNUNTUNUMBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,RAIMONDI,40932,IE AGROPECUARIA JUAN SANTOS ATAHUALPA,Instalada,904628,Para envío al JEE,260,,,0.0,OVENTENI,IE AGROPECUARIA JUAN SANTOS ATAHUALPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,RAIMONDI,40932,IE AGROPECUARIA JUAN SANTOS ATAHUALPA,Instalada,904631,Para envío al JEE,259,,,0.0,OVENTENI,IE AGROPECUARIA JUAN SANTOS ATAHUALPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,RAIMONDI,51833,IE 65117 OVENTENI,Instalada,904636,Para envío al JEE,265,,,0.0,OVENTENI,IE 65117 OVENTENI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,RAIMONDI,55032,IE 65132 CARLOS HUAYANAY PANTOJA,Instalada,904643,Para envío al JEE,152,,,0.0,TYONI,IE 65132 CARLOS HUAYANAY PANTOJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,RAIMONDI,55034,IE 544,Instalada,904645,Para envío al JEE,233,,,0.0,CHINCHENI,IE 544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,TAHUANIA,40934,IE AGROPECUARIO TUPAC AMARU - B,Instalada,904650,Para envío al JEE,261,,,0.0,TUPAC AMARU,IE AGROPECUARIO TUPAC AMARU - B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,TAHUANIA,54831,IE 64170 NUEVA ITALIA,Instalada,904653,Para envío al JEE,285,,,0.0,NUEVA ITALIA,IE 64170 NUEVA ITALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,ATALAYA,TAHUANIA,55169,IE 64907-B - CCPP TONIRO MASHE,Instalada,904654,Para envío al JEE,120,,,0.0,TONIRO MASHE,IE 64907-B - CCPP TONIRO MASHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,UCAYALI,CORONEL PORTILLO,MASISEA,4909,IE AGROPECUARIO CAIMITO - B,Instalada,904666,Para envío al JEE,187,,,0.0,CAIMITO,IE AGROPECUARIO CAIMITO - B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
